MAC Cosmetics,makeup:lips:lip-palettes-kits,Blowin Bubbles Lip Duo 29 Value,N/A,"Ingredients: Pentaerythrityl Tetraisostearate, Bis-Diglyceryl Polyacyladipate-2, Caprylic/Capric Triglyceride, Oleic/Linoleic/Linolenic Polyglycerides, Euphorbia Cerifera (Candelilla) Wax\Candelilla Cera\Cire De Candelilla, Pvp/Hexadecene Copolymer, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Diisostearyl Malate, Polyethylene, Hydrogenated Polydecene, Polybutene, Cetyl Lactate, Synthetic Wax, Butyrospermum Parkii (Shea Butter), Glycine Soja (Soybean) Seed Extract, Olea Europaea (Olive) Fruit Extract, Triticum Vulgare (Wheat Bran) Extract, Copernicia Cerifera (Carnauba) Wax\Cera Carnauba\Cire De Carnauba, Tocopherol, Tocopheryl Acetate, Ascorbyl Palmitate, Ceramide 3, Cholesterol, Beeswax\Cera Alba\Cire DAbeille, Octyldodecanol, Synthetic Beeswax, Potassium Sulfate, Alumina, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Tin Oxide, Silica, Oleic Acid, Palmitic Acid, Cetyl Alcohol, Glyceryl Stearate, Ethylhexyl Hydroxystearate, Vanillin,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Red 6 (Ci 15850), Red 21 (Ci 45380), Red 6 Lake (Ci 15850), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Red 33 Lake (Ci 17200), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)] Rds Product Name: Lipglass   Division: Mc (Mac)Ingredients: Hydrogenated Polyisobutene, Simmondsia Chinensis (Jojoba) Seed Oil, Octyldodecanol, Copernicia Cerifera (Carnauba) Wax\ Copernicia Cerifera Cera \Cire De Carnauba, Tocopheryl Acetate, Cocos Nucifera (Coconut) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Calcium Sodium Borosilicate, Aluminum Calcium Sodium Silicate, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Tin Oxide, Silica, Titanium/Titanium Dioxide, Alumina, Propylene Carbonate, Disteardimonium Hectorite, Ethylhexyl Hydroxystearate, Vanillin, Phenoxyethanol,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Bronze Powder (Ci 77400), Carmine (Ci 75470), Copper Powder (Ci 77400), Red 6 (Ci 15850), Red 6 Lake (Ci 15850), Red 7 Lake (Ci 15850), Red 21 Lake (Ci 45380), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Red 33 Lake (Ci 17200), Yellow 5 (Ci 19140), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)]",https://www.maccosmetics.com/product/13851/108254/products/makeup/lips/lip-palettes-kits/blowin-bubbles-lip-duo-29-value
MAC Cosmetics,makeup:lips:lipstick,Love Me Liquid Lipcolour,Whatta Doll,"Ingredients: Petrolatum, Octyldodecanol, Isohexadecane, Synthetic Beeswax, Kaolin, Trioctyldodecyl Citrate, Disteardimonium Hectorite, Ppg-51/Smdi Copolymer, Pentaerythrityl Adipate/Caprate/Caprylate/Heptanoate, Silica, Boron Nitride, Copernicia Cerifera (Carnauba) Wax\ Copernicia Cerifera Cera \Cire De Carnauba, Butyrospermum Parkii (Shea) Butter, Polymethyl Methacrylate, Tocopheryl Acetate, Cocos Nucifera (Coconut) Oil, Helianthus Annuus (Sunflower) Seed Extract, Cucumis Sativus (Cucumber) Fruit Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Argania Spinosa Kernel Oil, Methicone, Polydecene, Polybutene, Propylene Carbonate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Aluminum Calcium Sodium Silicate, Tin Oxide, Alumina, Hdi/Trimethylol Hexyllactone Crosspolymer, Titanium/Titanium Dioxide, Caprylyl Glycol, Hexylene Glycol, Propylene Glycol Dicaprate, Ethylhexyl Hydroxystearate, Saccharin, Flavor (Aroma), Tetrahexyldecyl Ascorbate, Phenoxyethanol,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163), Bronze Powder (Ci 77400), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Copper Powder (Ci 77400), Red 6 (Ci 15850), Red 7 (Ci 15850), Red 21 (Ci 45380), Red 27 (Ci 45410), Red 28 (Ci 45410), Red 30 (Ci 73360), Red 33 (Ci 17200), Red 6 Lake (Ci 15850), Red 7 Lake (Ci 15850), Red 21 Lake (Ci 45380), Red 27 Lake (Ci 45410), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Red 33 Lake (Ci 17200), Yellow 5 (Ci 19140), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)]",https://www.maccosmetics.com/product/13854/85347/products/makeup/lips/lipstick/love-me-liquid-lipcolour?shade=Whatta_Doll?vto_open
MAC Cosmetics,makeup:face:blush-bronzer,Mineralize Blush,Warm Soul,"Ingredients: Mica, Talc, Dimethicone, Isopropyl Palmitate, Tocopheryl Acetate, Lauroyl Lysine, Simmondsia Chinensis (Jojoba) Seed Oil, Yeast Extract\Faex\Extrait De Levure, Cetearyl Ethylhexanoate, Isohexadecane, Octyldodecyl Stearoyl Stearate, Glyceryl Ethylhexanoate/Stearate/Adipate, Ethylhexyl Methoxycinnamate, Magnesium Aluminum Silicate, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Silica, Tin Oxide, Nylon-12, Synthetic Fluorphlogopite, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Zea Mays (Corn) Starch, Polysorbate 20, Polysorbate 80, Sorbitan Stearate, Phenoxyethanol, Sodium Dehydroacetate,  [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Ferric Ammonium Ferrocyanide (Ci 77510), Ferric Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Red 6 (Ci 15850), Red 7 (Ci 15850), Red 7 Lake (Ci 15850), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)]",https://www.maccosmetics.com/product/13842/31094/products/makeup/face/blush-bronzer/mineralize-blush?shade=Warm_Soul
MAC Cosmetics,skincare:primers,Prep Prime 24 Hour Extend Eye Base,N/A,"Ingredients: Dimethicone, Isododecane, Talc, Dimethicone Silylate, Trihydroxystearin, Disteardimonium Hectorite, Kaolin, Hydrogenated Polyisobutene, Polyethylene, Vp/Eicosene Copolymer, Trioctyldodecyl Citrate, Tocopheryl Acetate, Lecithin, Bisabolol, Triethylhexanoin, Silica, Alumina, Propylene Carbonate, Ethylene/Methacrylate Copolymer, Sorbitan Sesquioleate, Caprylyl Glycol, Stearic Acid, Glycyrrhetinic Acid, Peg-40 Stearate, Isopropyl Titanium Triisostearate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Bismuth Oxychloride (Ci 77163)",https://www.maccosmetics.com/product/13825/33821/products/skincare/primers/prep-prime-24-hour-extend-eye-base
MAC Cosmetics,makeup:eyes:eyeshadow,Pro Longwear Paint Pot,Currant Affair,"Ingredients: Isododecane, Calcium Sodium Borosilicate, Dimethicone, Polyethylene, Hydrogenated Polyisobutene, Quaternium-90 Bentonite, Dimethicone Silylate, Silica, Octyldodecanol, Tocopheryl Acetate, Lecithin, Trihydroxystearin, Copernicia Cerifera (Carnauba) Wax\Cera Carnauba\Cire De Carnauba, Propylene Carbonate, Triethoxycaprylylsilane, Tin Oxide, Calcium Aluminum Borosilicate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Aluminum Powder (Ci 77000), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Bronze Powder (Ci 77400), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Ferric Ammonium Ferrocyanide (Ci 77510), Ferric Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)]",https://www.maccosmetics.com/product/13840/1573/products/makeup/eyes/eyeshadow/pro-longwear-paint-pot#!/shade/Currant%C2%A0Affair
MAC Cosmetics,makeup:eyes:eyeliner,Technakohl Liner,Graphblack,"Ingredients: Cyclopentasiloxane, Polyethylene, Polybutene, Silica Silylate (Nano), Euphorbia Cerifera (Candelilla) Wax\Candelilla Cera\Cire De Candelilla, Hydrogenated Jojoba Oil, Octyldodecanol, Microcrystalline Wax\Cera Microcristallina\Cire Microcristalline, Sucrose Tetrastearate Triacetate, Theobroma Grandiflorum Seed Butter, Sodium Hyaluronate, Zinc Gluconate, Magnesium Aspartate, Water\Aqua\Eau, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Nicotinate, Sodium Ascorbyl Phosphate,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Aluminum Powder (Ci 77000), Bismuth Oxychloride (Ci 77163), Black 2 (Ci 77266 Nano), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Ferric Ammonium Ferrocyanide (Ci 77510), Ferric Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)]",https://www.maccosmetics.com/product/13838/1347/products/makeup/eyes/eyeliner/technakohl-liner#!/shade/Graphblack
MAC Cosmetics,makeup:eyes:eyeliner,Eye Kohl,Costa Riche,"Ingredients: Hydrogenated Coco-Glycerides, Triethylhexanoin, Beeswax\Cera Alba\Cire DAbeille, Ricinus Communis (Castor) Seed Oil, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Copernicia Cerifera (Carnauba) Wax\Cera Carnauba\Cire De Carnauba, Polymethyl Methacrylate, Ozokerite, Tocopherol, Ascorbyl Palmitate, Lecithin, Citric Acid,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Aluminum Powder (Ci 77000), Blue 1 Lake (Ci 42090), Bismuth Oxychloride (Ci 77163), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Ferric Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)]",https://www.maccosmetics.com/product/13838/323/products/makeup/eyes/eyeliner/eye-kohl?shade=Costa_Riche
MAC Cosmetics,makeup:face:concealer,Studio Fix 24 Hour Smooth Wear Concealer#,Nc20,"Ingredients: Cyclopentasiloxane, Water\Aqua\Eau, Trimethylsiloxysilicate, Butylene Glycol, Peg/Ppg-18/18 Dimethicone, Sorbitan Sesquioleate, Tribehenin, Magnesium Sulfate, Phenyl Trimethicone, Dimethicone Crosspolymer, Dimethicone, Methicone, Silica, Nylon-12, Olea Europaea (Olive) Leaf Extract, Algae Extract, Oryza Sativa (Rice) Bran Extract, Glycerin, Ethylhexylglycerin, Laureth-7, Xanthan Gum, Tocopheryl Acetate, Sodium Hyaluronate, Tocopherol, Caprylyl Glycol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Phenoxyethanol, Chlorphenesin, Sorbic Acid,  [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499)]",https://www.maccosmetics.com/product/13844/60430/products/makeup/face/concealer/studio-fix-24-hour-smooth-wear-concealer#/shade/NC20
MAC Cosmetics,makeup:face:highlighting-contouring,Extra Dimension Skinfinish New Year Shine,Beaming Blush,"Ingredients: Mica, Cetearyl Ethylhexanoate, C12-20 Acid Peg-8 Ester, Hdi/Trimethylol Hexyllactone Crosspolymer, Squalane, Glycerin, Chondrus Crispus (Carrageenan) Extract, Ethylhexylglycerin, Dicalcium Phosphate, Polysorbate 80, 1,2-Hexanediol, Silica, Synthetic Fluorphlogopite, Tin Oxide, Caprylyl Glycol,  [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Manganese Violet (Ci 77742), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)]",https://www.maccosmetics.com/product/20158/109009/products/makeup/face/highlighting-contouring/extra-dimension-skinfinish-new-year-shine?shade=Beaming_Blush
MAC Cosmetics,makeup:lips:lip-gloss,Lipglass Mac X Whitney Houston,Nippy'S Shimmery Cinamon,"Ingredients: Hydrogenated Polyisobutene, Simmondsia Chinensis (Jojoba) Seed Oil, Octyldodecanol, Copernicia Cerifera (Carnauba) Wax\ Copernicia Cerifera Cera \Cire De Carnauba, Tocopheryl Acetate, Cocos Nucifera (Coconut) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Calcium Sodium Borosilicate, Aluminum Calcium Sodium Silicate, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Tin Oxide, Silica, Titanium/Titanium Dioxide, Alumina, Propylene Carbonate, Disteardimonium Hectorite, Ethylhexyl Hydroxystearate, Vanillin, Phenoxyethanol,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Bronze Powder (Ci 77400), Carmine (Ci 75470), Copper Powder (Ci 77400), Red 6 (Ci 15850), Red 6 Lake (Ci 15850), Red 7 Lake (Ci 15850), Red 21 Lake (Ci 45380), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Red 33 Lake (Ci 17200), Yellow 5 (Ci 19140), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)]",https://www.maccosmetics.com/product/13853/107886/products/makeup/lips/lip-gloss/lipglass-mac-x-whitney-houston?shade=Nippy's_Shimmery_Cinamon?vto_open
MAC Cosmetics,fragrance:turquatic,Turquatic 20Ml,N/A,"Ingredients: Alcohol Denat., Fragrance (Parfum), Water\Aqua\Eau, Linalool, Limonene, Hydroxycitronellal, Butylphenyl Methylpropional, Alpha-Isomethyl Ionone, Farnesol, Citral, Benzyl Benzoate",https://www.maccosmetics.com/product/13815/17322/products/fragrance/turquatic/turquatic-20ml
MAC Cosmetics,makeup:eyes:eyeshadow,Eye Shadow,Satin Taupe,"Ingredients: Talc, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Isostearyl Neopentanoate, Tocopheryl Acetate, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol,  [+/- Silica, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Ferric Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Red 40 Lake (Ci 16035), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)]",https://www.maccosmetics.com/product/13840/363/products/makeup/eyes/eyeshadow/eye-shadow?shade=Satin_Taupe
MAC Cosmetics,makeup:lips:lipstick,Powder Kiss Liquid Lipcolour,Over The Taupe,"Ingredients: Dimethicone, Dimethicone Crosspolymer, Isononyl Isononanoate, Polyglyceryl-2 Triisostearate, Diisostearyl Malate, Tribehenin, Tocopheryl Acetate, Lecithin, Ethylhexyl Palmitate, Isopropyl Myristate, Polyglyceryl-3 Polyricinoleate, Polyglyceryl-2 Diisostearate, Sorbitan Isostearate, Dehydroacetic Acid, Isostearic Acid, Polyhydroxystearic Acid, Vanillin,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Blue 1 Lake (Ci 42090), Red 6 (Ci 15850), Red 7 (Ci 15850), Red 22 Lake (Ci 45380), Red 28 Lake (Ci 45410), Red 33 Lake (Ci 17200), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)]",https://www.maccosmetics.com/product/13854/75919/products/makeup/lips/lipstick/powder-kiss-liquid-lipcolour?shade=Over_The_Taupe
MAC Cosmetics,makeup:eyes:eyeshadow,Powder Kiss Soft Matte Eye Shadow,P For Potent,"Ingredients: Talc, Zea Mays (Corn) Starch, Aluminum Starch Octenylsuccinate, Dimethicone, Silica, Nylon-12, Cetearyl Ethylhexanoate, Zinc Stearate, Polymethyl Methacrylate, Ethylhexylglycerin, Water\Aqua\Eau, Caprylyl Glycol,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Aluminum Powder (Ci 77000), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Bronze Powder (Ci 77400), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Copper Powder (Ci 77400), Ferric Ammonium Ferrocyanide (Ci 77510), Ferric Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)]",https://www.maccosmetics.com/product/13840/75923/products/makeup/eyes/eyeshadow/powder-kiss-soft-matte-eye-shadow?shade=P_for_Potent_
MAC Cosmetics,makeup:eyes:mascara,In Extreme Dimension Waterproof Mascara,Dimensional Black,"Ingredients: Isododecane, Water\Aqua\Eau, Ptfe, Dimethicone Silylate, Sorbitan Olivate, Trisiloxane, Sorbitan Tristearate, Kaolin, Silica Silylate, Polyisobutene, Pantethine, Panthenol, Trihydroxystearin, Methicone, Diisopropyl Adipate, Cholesterol, Silica, Nylon-6, Microcrystalline Wax\Cera Microcristallina\Cire Microcristalline, Copernicia Cerifera (Carnauba) Wax\Cera Carnauba\Cire De Carnauba, Hectorite, Propylene Carbonate, Quaternium-90 Bentonite, Trimethylsiloxysilicate, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, Magnesium Salicylate,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 (Ci 42090), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Ferric Ammonium Ferrocyanide (Ci 77510), Ferric Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Ultramarines (Ci 77007), Yellow 5 (Ci 19140), Yellow 5 Lake (Ci 19140)]",https://www.maccosmetics.com/product/13839/37605/products/makeup/eyes/mascara/in-extreme-dimension-waterproof-mascara?shade=Dimensional_Black?vto_open
MAC Cosmetics,makeup:lips:lipstick,Lipmix,Black,"Ingredients: Octyldodecanol, Isododecane, Silica, Ozokerite, Disteardimonium Hectorite, Ricinus Communis (Castor) Seed Oil, Polybutene, Tocopheryl Acetate, Vanillin, Propylene Carbonate,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Red 6 (Ci 15850), Red 6 Lake (Ci 15850), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Red 33 Lake (Ci 17200), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985), Yellow 10 Lake (Ci 47005)]",https://www.maccosmetics.com/product/13854/916/products/makeup/lips/lipstick/lipmix?shade=Black
MAC Cosmetics,makeup:face:powder,Mineralize Skinfinish Natural,Medium Dark,"Ingredients: Mica, Talc, Dimethicone, Isopropyl Palmitate, Polysorbate 20, Magnesium Aluminum Silicate, Tocopheryl Acetate, Simmondsia Chinensis (Jojoba) Seed Oil, Yeast Extract\Faex\Extrait De Levure, Lauroyl Lysine, Ethylhexyl Methoxycinnamate, Sodium Dehydroacetate, Phenoxyethanol,  [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Ferric Ammonium Ferrocyanide (Ci 77510), Ferric Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Ultramarines (Ci 77007), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)]",https://www.maccosmetics.com/product/13849/30734/products/makeup/face/powder/mineralize-skinfinish-natural?shade=Medium_Dark
MAC Cosmetics,makeup:lips:lipstick,Lipstick Mini Mac,Tropic Tonic,"Ingredients: Octyldodecanol, Ricinus Communis (Castor) Seed Oil, Silica, Tricaprylyl Citrate, Ozokerite, Isononyl Isononanoate, Paraffin, Phenyl Trimethicone, Microcrystalline Wax\Cera Microcristallina\Cire Microcristalline, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Copernicia Cerifera (Carnauba) Wax\ Copernicia Cerifera Cera \Cire De Carnauba, Ascorbyl Palmitate, Tocopherol, Stearyl Stearoyl Stearate, Vanillin, Bht,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Red 6 (Ci 15850), Red 6 Lake (Ci 15850), Red 7 Lake (Ci 15850), Red 21 Lake (Ci 45380), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Red 33 Lake (Ci 17200), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)]",https://www.maccosmetics.com/product/13854/49693/products/makeup/lips/lipstick/lipstick-mini-mac?shade=Tropic_Tonic
MAC Cosmetics,makeup:eyes:eyeshadow,Eye Shadow,Mo' Money Mo' Problems,"Ingredients: Talc, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Isostearyl Neopentanoate, Tocopheryl Acetate, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol,  [+/- Silica, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Ferric Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742), Red 40 Lake (Ci 16035), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)]",https://www.maccosmetics.com/product/13840/363/products/makeup/eyes/eyeshadow/eye-shadow?shade=Mo'_Money_Mo'_Problems?vto_open
